Country,Indicator,Year,Value
TAIWAN PROVINCE OF CHINA,Occupancy rate / rooms,1995,61.54
"TANZANIA, UNITED REPUBLIC OF",Number of establishments,1995,210.0
"TANZANIA, UNITED REPUBLIC OF",Number of rooms,1995,6935.0
"TANZANIA, UNITED REPUBLIC OF",Number of bed-places,1995,12145.0
"TANZANIA, UNITED REPUBLIC OF",Occupancy rate / bed-places,1995,52.0
"TANZANIA, UNITED REPUBLIC OF",Average length of stay,1995,7.2
THAILAND,Number of rooms,1995,255573.0
THAILAND,Occupancy rate / bed-places,1995,53.64
TOGO,Number of rooms,1995,1562.0
TOGO,Number of bed-places,1995,2492.0
TOGO,Occupancy rate / rooms,1995,25.03
TOGO,Average length of stay,1995,2.3
TONGA,Number of rooms,1995,640.0
TONGA,Number of bed-places,1995,1378.0
TRINIDAD AND TOBAGO,Number of rooms,1995,3107.0
TRINIDAD AND TOBAGO,Occupancy rate / rooms,1995,47.18
TUNISIA,Number of establishments,1995,612.0
TUNISIA,Number of rooms,1995,80749.0
TUNISIA,Number of bed-places,1995,161498.0
TUNISIA,Occupancy rate / bed-places,1995,48.7
TUNISIA,Average length of stay,1995,6.6
TÜRKIYE,Number of establishments,1995,1769.0
TÜRKIYE,Number of rooms,1995,133305.0
TÜRKIYE,Number of bed-places,1995,280463.0
TÜRKIYE,Occupancy rate / bed-places,1995,46.9
TÜRKIYE,Average length of stay,1995,2.92
TURKMENISTAN,Number of rooms,1995,2372.0
TURKMENISTAN,Number of bed-places,1995,6632.0
TURKS AND CAICOS ISLANDS,Number of rooms,1995,1310.0
TURKS AND CAICOS ISLANDS,Occupancy rate / bed-places,1995,62.0
UGANDA,Number of rooms,1995,3673.0
UGANDA,Number of bed-places,1995,6244.0
UGANDA,Occupancy rate / bed-places,1995,56.0
UKRAINE,Number of rooms,1995,76348.0
UKRAINE,Number of bed-places,1995,172468.0
UKRAINE,Occupancy rate / bed-places,1995,29.0
UKRAINE,Average length of stay,1995,2.0
UNITED ARAB EMIRATES,Number of establishments,1995,291.0
UNITED ARAB EMIRATES,Number of rooms,1995,20645.0
UNITED ARAB EMIRATES,Number of bed-places,1995,34844.0
UNITED ARAB EMIRATES,Occupancy rate / rooms,1995,62.0
UNITED KINGDOM,Number of bed-places,1995,1050223.0
UNITED KINGDOM,Occupancy rate / bed-places,1995,44.0
UNITED STATES OF AMERICA,Number of rooms,1995,3500000.0
UNITED STATES VIRGIN ISLANDS,Number of rooms,1995,5154.0
UNITED STATES VIRGIN ISLANDS,Occupancy rate / rooms,1995,59.0
UNITED STATES VIRGIN ISLANDS,Average length of stay,1995,4.8
URUGUAY,Number of rooms,1995,13090.0
URUGUAY,Number of bed-places,1995,31663.0
URUGUAY,Average length of stay,1995,8.2
VANUATU,Number of rooms,1995,666.0
VANUATU,Number of bed-places,1995,1641.0
VANUATU,Occupancy rate / rooms,1995,51.9
VANUATU,Average length of stay,1995,7.5
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of establishments,1995,2130.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of rooms,1995,64816.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of bed-places,1995,138399.0
VIET NAM,Number of rooms,1995,50000.0
VIET NAM,Number of bed-places,1995,97860.0
VIET NAM,Occupancy rate / bed-places,1995,51.0
VIET NAM,Average length of stay,1995,2.6
YEMEN,Number of establishments,1995,200.0
YEMEN,Number of rooms,1995,6519.0
YEMEN,Number of bed-places,1995,13664.0
YEMEN,Occupancy rate / bed-places,1995,60.0
ZAMBIA,Number of rooms,1995,3553.0
ZAMBIA,Number of bed-places,1995,6283.0
ZAMBIA,Occupancy rate / rooms,1995,47.0
ZIMBABWE,Number of rooms,1995,4378.0
ZIMBABWE,Number of bed-places,1995,8659.0
ZIMBABWE,Occupancy rate / bed-places,1995,49.1
ALGERIA,Number of rooms,1996,32347.0
ALGERIA,Number of bed-places,1996,64695.0
ALGERIA,Occupancy rate / bed-places,1996,33.64
ANGOLA,Number of rooms,1996,4943.0
ANGOLA,Number of bed-places,1996,6783.0
ANGOLA,Occupancy rate / bed-places,1996,44.0
ANGUILLA,Number of establishments,1996,55.0
ANGUILLA,Number of rooms,1996,866.0
ANTIGUA AND BARBUDA,Number of rooms,1996,3185.0
ANTIGUA AND BARBUDA,Occupancy rate / bed-places,1996,81.4
ARMENIA,Average length of stay,1996,6.5
ARUBA,Number of rooms,1996,6781.0
ARUBA,Number of bed-places,1996,13562.0
ARUBA,Occupancy rate / rooms,1996,71.5
AUSTRALIA,Number of rooms,1996,173876.0
AUSTRALIA,Number of bed-places,1996,504123.0
AUSTRALIA,Occupancy rate / rooms,1996,58.4
AUSTRALIA,Average length of stay,1996,2.1
AUSTRIA,Number of establishments,1996,17990.0
AUSTRIA,Number of rooms,1996,307187.0
AUSTRIA,Occupancy rate / bed-places,1996,32.5
AUSTRIA,Average length of stay,1996,4.08
AZERBAIJAN,Number of rooms,1996,5600.0
BAHAMAS,Number of rooms,1996,13300.0
BAHAMAS,Number of bed-places,1996,26600.0
BAHAMAS,Occupancy rate / rooms,1996,66.4
BAHRAIN,Number of establishments,1996,58.0
BAHRAIN,Number of rooms,1996,4946.0
BAHRAIN,Number of bed-places,1996,6601.0
BANGLADESH,Number of rooms,1996,4166.0
BANGLADESH,Number of bed-places,1996,8386.0
BANGLADESH,Occupancy rate / bed-places,1996,39.52
BARBADOS,Number of rooms,1996,6315.0
BARBADOS,Number of bed-places,1996,11432.0
BARBADOS,Occupancy rate / rooms,1996,60.6
BARBADOS,Average length of stay,1996,7.2
BELGIUM,Number of establishments,1996,2027.0
BELGIUM,Number of rooms,1996,60948.0
BELGIUM,Number of bed-places,1996,157265.0
BELIZE,Number of establishments,1996,360.0
BELIZE,Number of rooms,1996,3690.0
BELIZE,Number of bed-places,1996,6111.0
BELIZE,Occupancy rate / rooms,1996,26.9
BENIN,Occupancy rate / bed-places,1996,34.0
BERMUDA,Number of rooms,1996,4152.0
BERMUDA,Occupancy rate / rooms,1996,57.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of establishments,1996,578.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of rooms,1996,14342.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of bed-places,1996,24383.0
"BOLIVIA, PLURINATIONAL STATE OF",Occupancy rate / bed-places,1996,29.1
"BOLIVIA, PLURINATIONAL STATE OF",Average length of stay,1996,2.3
BONAIRE,Number of rooms,1996,1128.0
BONAIRE,Number of bed-places,1996,2875.0
BONAIRE,Occupancy rate / bed-places,1996,63.0
BONAIRE,Average length of stay,1996,8.0
BOSNIA AND HERZEGOVINA,Number of rooms,1996,1275.0
BOSNIA AND HERZEGOVINA,Number of bed-places,1996,2650.0
BOTSWANA,Number of rooms,1996,1760.0
BOTSWANA,Number of bed-places,1996,3340.0
BOTSWANA,Occupancy rate / rooms,1996,51.5
BRAZIL,Number of rooms,1996,139454.0
BRAZIL,Number of bed-places,1996,278908.0
BRITISH VIRGIN ISLANDS,Number of rooms,1996,1555.0
BRITISH VIRGIN ISLANDS,Occupancy rate / rooms,1996,58.3
BRITISH VIRGIN ISLANDS,Average length of stay,1996,9.1
BRUNEI DARUSSALAM,Number of rooms,1996,1170.0
BRUNEI DARUSSALAM,Occupancy rate / bed-places,1996,66.9
BRUNEI DARUSSALAM,Average length of stay,1996,2.6
BULGARIA,Number of bed-places,1996,103619.0
BULGARIA,Occupancy rate / bed-places,1996,35.5
BULGARIA,Average length of stay,1996,3.9
BURKINA FASO,Occupancy rate / rooms,1996,54.2
BURUNDI,Occupancy rate / bed-places,1996,32.14
BURUNDI,Average length of stay,1996,1.24
CABO VERDE,Occupancy rate / bed-places,1996,70.0
CAMBODIA,Number of establishments,1996,201.0
CAMBODIA,Number of rooms,1996,6397.0
CAMBODIA,Number of bed-places,1996,10367.0
CAMBODIA,Occupancy rate / bed-places,1996,40.0
CAMEROON,Number of rooms,1996,13697.0
CAMEROON,Number of bed-places,1996,15272.0
CAMEROON,Occupancy rate / bed-places,1996,16.88
CANADA,Number of rooms,1996,331584.0
CANADA,Occupancy rate / bed-places,1996,62.4
CANADA,Average length of stay,1996,5.59
CAYMAN ISLANDS,Number of rooms,1996,4477.0
CAYMAN ISLANDS,Number of bed-places,1996,13222.0
CAYMAN ISLANDS,Average length of stay,1996,4.5
CENTRAL AFRICAN REPUBLIC,Number of rooms,1996,227.0
CENTRAL AFRICAN REPUBLIC,Number of bed-places,1996,347.0
CENTRAL AFRICAN REPUBLIC,Occupancy rate / rooms,1996,51.72
CHAD,Number of rooms,1996,374.0
CHAD,Number of bed-places,1996,688.0
CHAD,Occupancy rate / bed-places,1996,18.5
CHAD,Average length of stay,1996,2.0
CHILE,Number of rooms,1996,40412.0
CHILE,Number of bed-places,1996,91339.0
CHILE,Occupancy rate / bed-places,1996,34.7
CHILE,Average length of stay,1996,2.2
CHINA,Number of establishments,1996,4418.0
CHINA,Number of rooms,1996,593696.0
CHINA,Number of bed-places,1996,1199714.0
CHINA,Occupancy rate / rooms,1996,55.27
CHINA,Average length of stay,1996,2.43
COLOMBIA,Number of establishments,1996,1452.0
COLOMBIA,Number of rooms,1996,51598.0
COLOMBIA,Number of bed-places,1996,98036.0
COLOMBIA,Occupancy rate / rooms,1996,48.29
COLOMBIA,Average length of stay,1996,2.65
COMOROS,Number of rooms,1996,392.0
COMOROS,Number of bed-places,1996,784.0
CONGO,Number of establishments,1996,229.0
CONGO,Number of rooms,1996,3313.0
CONGO,Occupancy rate / bed-places,1996,48.7
CONGO,Average length of stay,1996,3.0
COOK ISLANDS,Number of rooms,1996,742.0
COOK ISLANDS,Number of bed-places,1996,1956.0
COOK ISLANDS,Occupancy rate / rooms,1996,57.5
COSTA RICA,Number of rooms,1996,27103.0
COSTA RICA,Occupancy rate / rooms,1996,48.1
COTE D´IVOIRE,Number of rooms,1996,7786.0
COTE D´IVOIRE,Number of bed-places,1996,11374.0
COTE D´IVOIRE,Occupancy rate / bed-places,1996,52.0
CROATIA,Number of establishments,1996,673.0
CROATIA,Number of rooms,1996,83445.0
CROATIA,Number of bed-places,1996,200968.0
CROATIA,Occupancy rate / bed-places,1996,16.07
CROATIA,Average length of stay,1996,5.22
CUBA,Number of establishments,1996,380.0
CUBA,Number of rooms,1996,29663.0
CUBA,Number of bed-places,1996,60719.0
CUBA,Occupancy rate / rooms,1996,64.9
CUBA,Average length of stay,1996,3.1
CURAÇAO,Number of rooms,1996,2343.0
CURAÇAO,Occupancy rate / rooms,1996,66.95
CURAÇAO,Average length of stay,1996,6.28
CYPRUS,Number of rooms,1996,42884.0
CYPRUS,Number of bed-places,1996,83537.0
CYPRUS,Occupancy rate / bed-places,1996,52.74
CZECH REPUBLIC (CZECHIA),Number of rooms,1996,74161.0
CZECH REPUBLIC (CZECHIA),Number of bed-places,1996,186210.0
CZECH REPUBLIC (CZECHIA),Occupancy rate / bed-places,1996,35.6
CZECH REPUBLIC (CZECHIA),Average length of stay,1996,2.9
DENMARK,Number of establishments,1996,478.0
DENMARK,Number of rooms,1996,30783.0
DENMARK,Number of bed-places,1996,60080.0
DENMARK,Occupancy rate / rooms,1996,54.0
DENMARK,Occupancy rate / bed-places,1996,41.0
DJIBOUTI,Number of rooms,1996,330.0
DJIBOUTI,Number of bed-places,1996,545.0
DOMINICA,Number of rooms,1996,764.0
DOMINICAN REPUBLIC,Number of rooms,1996,36273.0
DOMINICAN REPUBLIC,Number of bed-places,1996,88628.0
DOMINICAN REPUBLIC,Occupancy rate / rooms,1996,72.8
ECUADOR,Number of establishments,1996,1451.0
ECUADOR,Number of rooms,1996,31961.0
ECUADOR,Number of bed-places,1996,64482.0
EGYPT,Number of establishments,1996,789.0
EGYPT,Number of rooms,1996,70471.0
EGYPT,Number of bed-places,1996,140741.0
EGYPT,Occupancy rate / rooms,1996,63.0
EL SALVADOR,Number of rooms,1996,3500.0
EL SALVADOR,Occupancy rate / bed-places,1996,58.0
EL SALVADOR,Average length of stay,1996,2.3
ERITREA,Number of establishments,1996,305.0
ERITREA,Number of rooms,1996,3402.0
ERITREA,Number of bed-places,1996,7114.0
ERITREA,Occupancy rate / bed-places,1996,55.0
ESTONIA,Number of rooms,1996,2795.0
ESTONIA,Number of bed-places,1996,7028.0
ESTONIA,Occupancy rate / rooms,1996,40.0
ESTONIA,Average length of stay,1996,1.74
ESWATINI,Number of rooms,1996,1212.0
ESWATINI,Number of bed-places,1996,2284.0
ESWATINI,Occupancy rate / bed-places,1996,40.93
ESWATINI,Average length of stay,1996,1.1
ETHIOPIA,Number of rooms,1996,2445.0
ETHIOPIA,Number of bed-places,1996,4273.0
ETHIOPIA,Occupancy rate / bed-places,1996,60.5
ETHIOPIA,Average length of stay,1996,5.3
FIJI,Number of rooms,1996,5286.0
FIJI,Number of bed-places,1996,13283.0
FIJI,Occupancy rate / rooms,1996,53.5
FINLAND,Number of establishments,1996,958.0
FINLAND,Number of rooms,1996,51453.0
FINLAND,Number of bed-places,1996,108418.0
FINLAND,Occupancy rate / bed-places,1996,45.7
FINLAND,Average length of stay,1996,1.86
FRANCE,Number of establishments,1996,19912.0
FRANCE,Number of rooms,1996,608353.0
FRANCE,Number of bed-places,1996,1216706.0
FRANCE,Occupancy rate / rooms,1996,50.3
FRENCH POLYNESIA,Number of rooms,1996,3075.0
FRENCH POLYNESIA,Number of bed-places,1996,6150.0
FRENCH POLYNESIA,Occupancy rate / rooms,1996,53.28
FRENCH POLYNESIA,Average length of stay,1996,9.07
GABON,Number of rooms,1996,2450.0
GABON,Occupancy rate / bed-places,1996,60.0
GAMBIA,Number of bed-places,1996,5734.0
GAMBIA,Occupancy rate / bed-places,1996,37.6
GEORGIA,Occupancy rate / bed-places,1996,30.0
GERMANY,Number of establishments,1996,38596.0
GERMANY,Number of rooms,1996,798894.0
GERMANY,Number of bed-places,1996,1527426.0
GERMANY,Occupancy rate / bed-places,1996,32.7
GERMANY,Average length of stay,1996,2.17
GHANA,Number of rooms,1996,10263.0
GHANA,Number of bed-places,1996,13791.0
GHANA,Occupancy rate / bed-places,1996,69.0
GREECE,Number of establishments,1996,7477.0
GREECE,Number of rooms,1996,289446.0
GREECE,Number of bed-places,1996,548785.0
GREECE,Occupancy rate / bed-places,1996,54.37
GREECE,Average length of stay,1996,4.43
GRENADA,Number of rooms,1996,1669.0
GRENADA,Number of bed-places,1996,2964.0
GRENADA,Occupancy rate / bed-places,1996,59.33
GRENADA,Average length of stay,1996,7.54
GUADELOUPE,Number of rooms,1996,8294.0
GUADELOUPE,Occupancy rate / rooms,1996,68.91
GUADELOUPE,Average length of stay,1996,5.96
GUAM,Number of rooms,1996,7161.0
GUAM,Occupancy rate / rooms,1996,85.0
GUATEMALA,Number of rooms,1996,13113.0
GUATEMALA,Number of bed-places,1996,33120.0
GUATEMALA,Occupancy rate / rooms,1996,61.2
GUYANA,Number of rooms,1996,639.0
HAITI,Number of rooms,1996,1758.0
HONDURAS,Number of establishments,1996,446.0
HONDURAS,Number of rooms,1996,10772.0
HONDURAS,Number of bed-places,1996,18264.0
"HONG KONG, CHINA",Number of establishments,1996,88.0
"HONG KONG, CHINA",Number of rooms,1996,33536.0
"HONG KONG, CHINA",Occupancy rate / rooms,1996,88.0
HUNGARY,Number of establishments,1996,1687.0
HUNGARY,Number of rooms,1996,50691.0
HUNGARY,Number of bed-places,1996,127650.0
HUNGARY,Occupancy rate / rooms,1996,47.2
HUNGARY,Average length of stay,1996,2.82
ICELAND,Number of establishments,1996,216.0
ICELAND,Number of rooms,1996,5062.0
ICELAND,Number of bed-places,1996,10209.0
ICELAND,Occupancy rate / rooms,1996,45.9
INDIA,Number of rooms,1996,61974.0
INDIA,Number of bed-places,1996,123948.0
INDIA,Occupancy rate / rooms,1996,71.1
INDONESIA,Number of establishments,1996,9182.0
INDONESIA,Number of rooms,1996,196983.0
INDONESIA,Number of bed-places,1996,369798.0
INDONESIA,Occupancy rate / rooms,1996,52.9
INDONESIA,Average length of stay,1996,2.73
"IRAN, ISLAMIC REPUBLIC OF",Number of rooms,1996,23897.0
"IRAN, ISLAMIC REPUBLIC OF",Number of bed-places,1996,48879.0
"IRAN, ISLAMIC REPUBLIC OF",Occupancy rate / bed-places,1996,54.0
"IRAN, ISLAMIC REPUBLIC OF",Average length of stay,1996,2.5
IRAQ,Number of rooms,1996,25882.0
IRAQ,Number of bed-places,1996,55010.0
IRELAND,Number of rooms,1996,46097.0
IRELAND,Occupancy rate / rooms,1996,62.0
ISRAEL,Number of rooms,1996,37030.0
ISRAEL,Number of bed-places,1996,81173.0
ISRAEL,Occupancy rate / bed-places,1996,58.2
ISRAEL,Average length of stay,1996,3.2
ITALY,Number of rooms,1996,947429.0
ITALY,Number of bed-places,1996,1764651.0
JAMAICA,Number of establishments,1996,963.0
JAMAICA,Number of rooms,1996,18686.0
JAMAICA,Number of bed-places,1996,39060.0
JAMAICA,Occupancy rate / rooms,1996,57.7
JAMAICA,Average length of stay,1996,7.1
JAPAN,Number of establishments,1996,77805.0
JAPAN,Number of rooms,1996,1558772.0
JAPAN,Occupancy rate / rooms,1996,70.4
JORDAN,Number of establishments,1996,324.0
JORDAN,Number of rooms,1996,11493.0
JORDAN,Number of bed-places,1996,22735.0
JORDAN,Occupancy rate / rooms,1996,46.8
KAZAKHSTAN,Number of rooms,1996,2298.0
KAZAKHSTAN,Number of bed-places,1996,5088.0
KENYA,Number of bed-places,1996,31108.0
KENYA,Occupancy rate / bed-places,1996,44.6
KENYA,Average length of stay,1996,14.2
KIRIBATI,Average length of stay,1996,21.0
"KOREA, REPUBLIC OF",Number of rooms,1996,45108.0
"KOREA, REPUBLIC OF",Occupancy rate / rooms,1996,65.8
KUWAIT,Number of establishments,1996,21.0
KUWAIT,Number of rooms,1996,2968.0
KUWAIT,Number of bed-places,1996,3473.0
KYRGYZSTAN,Number of establishments,1996,71.0
KYRGYZSTAN,Number of bed-places,1996,4702.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of rooms,1996,3701.0
LATVIA,Number of establishments,1996,151.0
LATVIA,Number of rooms,1996,6814.0
LATVIA,Number of bed-places,1996,12388.0
LATVIA,Average length of stay,1996,3.7
LEBANON,Occupancy rate / bed-places,1996,27.3
LESOTHO,Number of rooms,1996,2005.0
LESOTHO,Number of bed-places,1996,3922.0
LESOTHO,Occupancy rate / bed-places,1996,20.5
LIBYA,Occupancy rate / bed-places,1996,71.0
LIECHTENSTEIN,Number of bed-places,1996,1180.0
LIECHTENSTEIN,Occupancy rate / bed-places,1996,27.7
LITHUANIA,Number of establishments,1996,173.0
LITHUANIA,Number of rooms,1996,4887.0
LITHUANIA,Number of bed-places,1996,9491.0
LITHUANIA,Occupancy rate / rooms,1996,29.5
LITHUANIA,Occupancy rate / bed-places,1996,23.26
LITHUANIA,Average length of stay,1996,2.32
LUXEMBOURG,Number of rooms,1996,7787.0
LUXEMBOURG,Occupancy rate / bed-places,1996,38.76
LUXEMBOURG,Average length of stay,1996,3.27
"MACAO, CHINA",Number of establishments,1996,105.0
"MACAO, CHINA",Number of rooms,1996,8545.0
"MACAO, CHINA",Number of bed-places,1996,17735.0
"MACAO, CHINA",Occupancy rate / rooms,1996,64.11
"MACAO, CHINA",Average length of stay,1996,1.32
MADAGASCAR,Number of establishments,1996,424.0
MADAGASCAR,Number of rooms,1996,4987.0
MADAGASCAR,Number of bed-places,1996,9588.0
MADAGASCAR,Occupancy rate / rooms,1996,57.0
MADAGASCAR,Average length of stay,1996,4.0
MALAWI,Number of rooms,1996,1665.0
MALAWI,Occupancy rate / bed-places,1996,38.0
MALAYSIA,Number of establishments,1996,1289.0
MALAYSIA,Number of rooms,1996,85514.0
MALAYSIA,Occupancy rate / rooms,1996,62.3
MALDIVES,Number of establishments,1996,199.0
MALDIVES,Number of rooms,1996,6736.0
MALDIVES,Number of bed-places,1996,13472.0
MALDIVES,Occupancy rate / bed-places,1996,72.8
MALDIVES,Average length of stay,1996,9.0
MALI,Number of establishments,1996,85.0
MALI,Number of rooms,1996,1744.0
MALI,Number of bed-places,1996,2165.0
MALI,Occupancy rate / rooms,1996,50.94
MALI,Average length of stay,1996,2.0
MALTA,Number of bed-places,1996,38152.0
MALTA,Occupancy rate / bed-places,1996,54.72
MARSHALL ISLANDS,Number of establishments,1996,13.0
MARSHALL ISLANDS,Number of rooms,1996,300.0
MARSHALL ISLANDS,Number of bed-places,1996,658.0
MARSHALL ISLANDS,Occupancy rate / bed-places,1996,30.0
MARTINIQUE,Number of rooms,1996,5090.0
MARTINIQUE,Number of bed-places,1996,10994.0
MARTINIQUE,Occupancy rate / rooms,1996,54.2
MARTINIQUE,Average length of stay,1996,8.0
MAURITIUS,Number of establishments,1996,90.0
MAURITIUS,Number of rooms,1996,6668.0
MAURITIUS,Number of bed-places,1996,13833.0
MAURITIUS,Occupancy rate / rooms,1996,68.0
MEXICO,Number of establishments,1996,9050.0
MEXICO,Number of rooms,1996,381522.0
MEXICO,Number of bed-places,1996,763044.0
MEXICO,Occupancy rate / rooms,1996,53.34
MEXICO,Average length of stay,1996,3.77
"MOLDOVA, REPUBLIC OF",Number of rooms,1996,4060.0
"MOLDOVA, REPUBLIC OF",Number of bed-places,1996,8174.0
"MOLDOVA, REPUBLIC OF",Occupancy rate / bed-places,1996,18.3
MONACO,Number of establishments,1996,19.0
MONACO,Number of rooms,1996,2247.0
MONACO,Occupancy rate / rooms,1996,51.0
MONACO,Average length of stay,1996,2.84
MOROCCO,Number of establishments,1996,533.0
MOROCCO,Number of rooms,1996,44743.0
MOROCCO,Number of bed-places,1996,91081.0
MOROCCO,Occupancy rate / rooms,1996,41.0
MOROCCO,Average length of stay,1996,7.0
MYANMAR,Number of establishments,1996,97.0
MYANMAR,Number of rooms,1996,11916.0
MYANMAR,Number of bed-places,1996,23732.0
MYANMAR,Occupancy rate / rooms,1996,32.0
MYANMAR,Average length of stay,1996,4.0
NAMIBIA,Occupancy rate / bed-places,1996,38.2
NEPAL,Number of rooms,1996,13084.0
NEPAL,Number of bed-places,1996,25638.0
NEPAL,Occupancy rate / bed-places,1996,50.0
NETHERLANDS,Number of bed-places,1996,143000.0
NETHERLANDS,Occupancy rate / bed-places,1996,36.39
NETHERLANDS,Average length of stay,1996,3.48
NEW CALEDONIA,Number of rooms,1996,1419.0
NEW CALEDONIA,Occupancy rate / rooms,1996,50.5
NEW CALEDONIA,Average length of stay,1996,4.6
NEW ZEALAND,Number of rooms,1996,53475.0
NICARAGUA,Number of rooms,1996,2119.0
NICARAGUA,Number of bed-places,1996,3813.0
NICARAGUA,Average length of stay,1996,2.8
NIGER,Number of rooms,1996,1519.0
NIGER,Number of bed-places,1996,3037.0
NIGER,Occupancy rate / bed-places,1996,37.5
NIGER,Average length of stay,1996,5.0
NIUE,Occupancy rate / bed-places,1996,30.0
NORTH MACEDONIA,Number of establishments,1996,116.0
NORTH MACEDONIA,Number of rooms,1996,6253.0
NORTH MACEDONIA,Number of bed-places,1996,15063.0
NORTH MACEDONIA,Occupancy rate / bed-places,1996,12.4
NORTH MACEDONIA,Average length of stay,1996,3.6
NORTHERN MARIANA ISLANDS,Number of establishments,1996,52.0
